headline_text,sentiment_label,alpha_signal_score
Supply chain bottleneck causes severe factory shutdown and missed delivery targets,Bearish,-1.252
Supply chain bottleneck causes severe factory shutdown and missed delivery targets,Bearish,-1.461
Supply chain bottleneck causes severe factory shutdown and missed delivery targets,Bearish,-1.597
Supply chain bottleneck causes severe factory shutdown and missed delivery targets,Bearish,-1.928
Supply chain bottleneck causes severe factory shutdown and missed delivery targets,Bearish,-1.866
Supply chain bottleneck causes severe factory shutdown and missed delivery targets,Bearish,-1.676
Supply chain bottleneck causes severe factory shutdown and missed delivery targets,Bearish,-1.752
Supply chain bottleneck causes severe factory shutdown and missed delivery targets,Bearish,-1.647
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.786
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.668
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.818
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.678
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.784
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.294
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.035
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.836
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.102
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.65
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.417
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.495
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.853
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.427
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.763
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.884
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.953
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.876
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.897
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.757
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.76
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.799
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.691
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.502
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.563
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.171
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.438
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.566
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.142
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.856
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.093
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.25
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.665
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.61
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.944
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.448
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.937
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.702
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.17
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.754
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.804
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.655
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.77
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.043
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.501
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.84
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.807
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.033
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.911
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.021
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.843
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.372
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.143
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.203
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.432
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.852
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.967
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.54
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.951
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.343
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.631
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.922
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.261
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.951
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.614
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.725
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.475
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.41
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.792
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.988
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.685
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.969
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.297
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.766
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.891
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.754
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.137
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.043
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.5
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.964
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.062
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.666
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.504
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.62
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.551
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.989
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.155
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.425
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.881
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.863
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.468
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.661
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.686
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.259
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.961
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.568
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.786
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.733
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.418
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.673
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.665
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.532
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.891
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.01
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.061
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.292
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.286
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-3.076
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.855
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.869
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.723
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.596
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.585
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.946
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.842
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.729
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.862
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.398
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.677
SEC launches formal regulatory investigation into corporate accounting irregularities,Bearish,-2.616
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.334
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.207
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.455
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.824
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.4
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.663
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.632
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.353
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.19
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.495
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.423
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.074
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.44
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-1.85
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.359
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.94
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.312
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.405
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.178
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.332
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.535
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.806
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.552
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.713
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.645
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.353
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.083
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.401
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.799
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.389
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.201
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.652
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.534
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.496
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.696
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.338
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.53
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.395
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.722
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.609
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.319
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.593
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.068
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.6
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.444
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.267
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.855
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.94
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.881
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.184
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.638
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-1.86
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.641
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.454
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.114
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-1.998
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-1.985
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.198
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.244
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.352
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.305
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.638
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.705
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.501
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.543
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.613
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.326
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.261
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.478
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.131
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.785
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.548
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.679
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.967
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.521
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.53
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.122
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.342
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.756
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.036
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.195
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.354
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.557
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.74
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.593
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.228
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.029
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.114
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.622
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.78
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.465
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.942
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.419
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.537
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.617
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.899
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.372
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.633
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.792
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-3.218
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.507
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.057
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.085
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.614
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.651
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.383
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.75
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.425
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.308
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.193
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.525
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.551
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.719
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.707
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.557
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.408
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.272
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.701
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.127
Credit rating agency downgrades commercial property developer debt to junk status,Bearish,-2.568
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.405
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.587
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-2.006
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.179
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.216
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.47
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.383
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.271
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.791
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.532
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.201
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.714
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.327
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.739
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.283
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.409
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.804
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.109
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.584
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.603
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.35
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.113
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.654
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.385
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.293
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.227
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.356
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.492
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.607
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.378
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.668
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-2.13
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.291
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.174
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.991
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.652
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.245
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-0.886
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.395
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.582
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.446
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.056
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.561
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.6
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.521
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.638
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.369
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-0.994
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.319
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.463
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.473
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.791
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.179
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.419
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.445
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-0.602
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.325
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.588
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.507
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.113
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.372
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.76
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.17
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.567
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-0.932
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.13
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.512
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.08
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.383
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.187
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.279
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.612
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.561
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.143
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.484
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.501
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.639
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.294
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-0.884
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.667
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.394
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.047
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.42
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.287
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.666
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.293
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.447
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.154
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.103
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-0.753
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.255
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.319
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.351
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.488
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.315
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.474
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.358
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.071
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.652
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.115
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.071
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.43
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.93
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.552
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.076
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.406
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.65
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.526
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.19
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.263
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.46
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.492
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.498
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.631
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-0.996
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.481
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.096
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.02
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.15
Tech firm announces 15% workforce reduction following sluggish enterprise software demand,Bearish,-1.508
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.201
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.094
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.126
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.181
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.195
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.397
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.016
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.15
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.171
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.035
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.247
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.019
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.318
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,-0.236
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.132
Board of directors approves regular quarterly dividend payout of 45 cents per share,Neutral,0.585
